Property_ID,Location_City,Location_District,Listing_Date,Property_Type,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Nearby_Amenities_Score,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Transaction_Type,Revenue_Activity,Revenue_GBP_Monthly,Price_Boxcox
BG-LON-20230410-03597,London,Shoreditch,2023-04-10,Detached House,1472,5,2,1986,10,9.0,1.11,1125694.86,1.52,132,Lease,Residential Rent,53985.56,585.6407810798229
BG-REA-20190418-03598,Reading,Tilehurst,2019-04-18,Apartment,1681,3,1,1951,1,4.0,0.99,1075017.38,1.9,144,Sale,Sale Commission,1702.11,575.1652409440705
BG-GUI-20220107-03599,Guildford,Burpham,2022-01-07,Townhouse,2073,5,4,2008,5,7.0,1.14,1731143.73,1.66,85,Sale,Sale Commission,2394.75,693.1723936913526
BG-REA-20200127-03600,Reading,Whitley,2020-01-27,Apartment,1956,4,1,2019,8,1.0,1.0,1329719.75,1.51,59,Sale,Sale Commission,1673.23,625.1311783264063
BG-GUI-20241002-03601,Guildford,Guildford Town Centre,2024-10-02,Detached House,2890,1,1,1994,3,10.0,1.06,1979866.54,1.56,46,Sale,Sale Commission,2573.83,730.5797718113041
BG-GUI-20190112-03602,Guildford,Burpham,2019-01-12,Apartment,3829,3,2,2001,3,8.0,1.02,2106300.29,2.05,155,Sale,Sale Commission,3598.26,748.5000559940803
BG-LON-20190317-03603,London,Islington,2019-03-17,Detached House,2874,1,1,2017,3,2.0,1.0,1479125.61,1.87,84,Sale,Sale Commission,2304.97,651.7547195126845
BG-GUI-20211028-03604,Guildford,Jacobs Well,2021-10-28,Townhouse,1406,1,1,1972,9,9.0,1.14,760055.12,2.77,62,Sale,Sale Commission,1754.46,502.0804917521929
BG-LON-20191219-03605,London,Croydon,2019-12-19,Apartment,3302,4,4,1999,8,1.0,1.0,1650682.26,1.58,163,Sale,Sale Commission,2173.4,680.3740550904487
BG-GUI-20180319-03606,Guildford,Jacobs Well,2018-03-19,Detached House,3056,1,1,1987,7,7.0,1.0,1858419.91,2.39,58,Sale,Sale Commission,3701.35,712.6965195940196
BG-REA-20220122-03607,Reading,Earley,2022-01-22,Detached House,595,3,1,1990,6,2.0,1.12,445965.84,1.96,95,Sale,Sale Commission,728.41,407.3176159133029
BG-REA-20241105-03608,Reading,Caversham,2024-11-05,Apartment,1178,4,2,1954,9,6.0,1.08,752162.73,2.5,149,Sale,Sale Commission,1567.01,500.02972981920334
BG-LON-20241026-03609,London,Richmond,2024-10-26,Apartment,1703,5,5,1994,2,9.0,1.11,1448548.3,2.8,30,Sale,Sale Commission,3379.95,646.4442978110718
BG-REA-20240404-03610,Reading,Earley,2024-04-04,Detached House,1185,3,1,1950,7,5.0,1.09,661698.27,1.09,159,Sale,Sale Commission,601.04,475.52287008179616
BG-GUI-20230115-03611,Guildford,Burpham,2023-01-15,Detached House,3609,1,1,2017,2,6.0,1.1,1905042.11,1.81,37,Sale,Sale Commission,2873.44,719.6436907511884
BG-LON-20220914-03612,London,Camden,2022-09-14,Detached House,1306,3,2,1999,7,8.0,1.12,618166.15,2.94,62,Sale,Sale Commission,1514.51,462.99769846106364
BG-GUI-20201120-03613,Guildford,Onslow Village,2020-11-20,Apartment,2081,2,1,1997,10,9.0,0.93,1043142.53,2.49,177,Lease,Airbnb/Short Let,61198.36,568.4212821527962
BG-GUI-20250413-03614,Guildford,Guildford Town Centre,2025-04-13,Detached House,3991,4,4,2011,9,4.0,1.06,2773989.99,1.61,135,Sale,Sale Commission,3721.77,833.6703077482872
BG-LON-20230622-03615,London,Ealing,2023-06-22,Apartment,1563,2,2,1999,5,3.0,1.12,986303.2,2.04,15,Sale,Sale Commission,1676.72,556.0763716845095
BG-GUI-20220210-03616,Guildford,Stoughton,2022-02-10,Townhouse,1545,3,2,2005,1,9.0,1.15,751923.61,1.55,101,Sale,Sale Commission,971.23,499.967392403495
BG-REA-20230209-03617,Reading,Tilehurst,2023-02-09,Detached House,1179,2,2,2015,9,9.0,1.11,943319.29,1.59,107,Lease,Airbnb/Short Let,23958.51,546.4495232119103
BG-GUI-20221123-03618,Guildford,Burpham,2022-11-23,Detached House,1874,1,1,1964,8,3.0,1.15,905864.73,2.61,29,Sale,Sale Commission,1970.26,537.8404769148535
BG-REA-20181003-03619,Reading,Kennet Island,2018-10-03,Apartment,1073,1,1,1975,8,1.0,1.01,548882.26,2.37,118,Sale,Sale Commission,1084.04,441.9009204588964
BG-LON-20201230-03620,London,Greenwich,2020-12-30,Apartment,2171,2,1,1963,6,10.0,0.89,1140202.49,2.61,73,Lease,Residential Rent,59310.22,588.5865015573982
BG-GUI-20200730-03621,Guildford,Park Barn,2020-07-30,Townhouse,2606,1,1,1987,9,7.0,0.88,1291507.71,1.4,43,Sale,Sale Commission,1506.76,618.0317554209968
BG-GUI-20220503-03622,Guildford,Jacobs Well,2022-05-03,Detached House,666,3,1,1987,4,8.0,1.13,534840.77,1.71,7,Lease,Student Housing,10523.12,437.43018768259805
BG-REA-20200118-03623,Reading,Earley,2020-01-18,Apartment,2188,5,1,1964,4,6.0,0.99,1043061.01,2.54,42,Sale,Sale Commission,2207.81,568.4038744535765
BG-LON-20210622-03624,London,Ealing,2021-06-22,Apartment,3409,1,1,1996,4,2.0,0.88,1567620.28,1.14,98,Sale,Sale Commission,1489.24,666.7563929240299
BG-LON-20250209-03625,London,Shoreditch,2025-02-09,Townhouse,2874,5,4,1956,7,8.0,1.11,2455038.39,1.29,11,Sale,Sale Commission,2639.17,794.758529083155
BG-LON-20231106-03626,London,Hackney,2023-11-06,Detached House,2467,2,1,1974,6,4.0,1.14,1613506.98,2.42,94,Lease,Student Housing,78552.57,674.3322529327676
BG-LON-20190904-03627,London,Greenwich,2019-09-04,Detached House,719,4,2,1986,1,3.0,1.0,428484.25,1.49,104,Sale,Sale Commission,532.03,400.9731574610401
BG-LON-20211020-03628,London,Richmond,2021-10-20,Apartment,1017,1,1,2017,10,9.0,1.08,516628.8,2.49,67,Sale,Sale Commission,1072.0,431.52362828095335
BG-GUI-20220812-03629,Guildford,Jacobs Well,2022-08-12,Townhouse,2831,2,2,1962,3,10.0,1.06,1898067.56,2.95,107,Sale,Sale Commission,4666.08,718.6110602336927
BG-REA-20220617-03630,Reading,Kennet Island,2022-06-17,Apartment,541,1,1,2003,2,7.0,1.13,262539.84,1.01,160,Lease,Airbnb/Short Let,19235.63,330.77950827126256
BG-GUI-20190124-03631,Guildford,Guildford Town Centre,2019-01-24,Townhouse,2978,3,2,1967,3,2.0,0.99,1950014.45,2.77,76,Sale,Sale Commission,4501.28,726.2474352672779
BG-LON-20220303-03632,London,Croydon,2022-03-03,Townhouse,3750,1,1,2013,7,2.0,1.09,1918506.74,1.42,35,Lease,Airbnb/Short Let,143116.17,721.6307194027521
BG-REA-20230922-03633,Reading,Kennet Island,2023-09-22,Townhouse,3736,2,1,1951,6,7.0,1.15,1809168.01,2.83,30,Sale,Sale Commission,4266.62,705.2410468883947
BG-REA-20190831-03634,Reading,Kennet Island,2019-08-31,Detached House,1955,1,1,1987,2,9.0,0.98,801059.56,1.06,9,Lease,Residential Rent,49447.88,512.5314409816052
BG-REA-20230412-03635,Reading,Tilehurst,2023-04-12,Townhouse,1095,5,3,2022,1,1.0,1.14,515814.48,2.29,37,Sale,Sale Commission,984.35,431.25658096575165
BG-GUI-20190105-03636,Guildford,Burpham,2019-01-05,Townhouse,580,1,1,1973,3,1.0,0.99,231440.23,2.26,160,Lease,Airbnb/Short Let,14621.86,314.7805815386546
BG-GUI-20200604-03637,Guildford,Burpham,2020-06-04,Townhouse,1108,5,4,1966,3,8.0,0.85,740355.26,2.1,44,Sale,Sale Commission,1295.62,496.9370193063306
BG-REA-20230801-03638,Reading,Coley,2023-08-01,Detached House,3749,1,1,2021,5,4.0,1.07,1759974.84,2.69,31,Lease,Residential Rent,137397.81,697.6698502016296
BG-REA-20231126-03639,Reading,Kennet Island,2023-11-26,Townhouse,2849,2,2,1959,10,,1.13,2218718.53,2.05,91,Lease,Airbnb/Short Let,90004.28,763.8905104267618
BG-REA-20240526-03640,Reading,Caversham,2024-05-26,Apartment,3001,3,1,2018,5,5.0,1.1,1370582.24,2.83,124,Sale,Sale Commission,3232.29,632.5866749449506
BG-LON-20240410-03641,London,Shoreditch,2024-04-10,Townhouse,3094,3,1,2014,1,4.0,1.06,1789190.84,2.77,32,Lease,Student Housing,122505.47,702.1817401083619
BG-LON-20220905-03642,London,Wimbledon,2022-09-05,Detached House,715,3,2,2006,6,5.0,1.09,396332.54,1.34,171,Lease,Residential Rent,12255.53,388.87902072305405
BG-GUI-20190717-03643,Guildford,Jacobs Well,2019-07-17,Detached House,795,5,2,1978,1,8.0,0.99,508311.9,1.1,151,Lease,Airbnb/Short Let,31200.69,428.7840038107024
BG-REA-20210911-03644,Reading,Earley,2021-09-11,Apartment,618,5,4,1984,1,6.0,1.14,429201.42,1.72,31,Lease,Airbnb/Short Let,12005.41,401.23650827108196
BG-LON-20200716-03645,London,Hammersmith,2020-07-16,Apartment,3353,2,1,1977,10,3.0,0.92,2074487.38,2.83,160,Sale,Sale Commission,4892.33,744.0541756303967
BG-LON-20230506-03646,London,Ealing,2023-05-06,Apartment,1158,2,1,1953,1,3.0,1.07,666604.84,1.79,161,Sale,Sale Commission,994.35,476.9027175264908
BG-LON-20190806-03647,London,Brixton,2019-08-06,Apartment,3280,2,2,1985,7,5.0,1.0,1772858.11,1.55,168,Sale,Sale Commission,2289.94,699.6650284052943
BG-REA-20250403-03648,Reading,Caversham,2025-04-03,Townhouse,880,3,1,1966,5,,1.05,467665.72,2.09,101,Sale,Sale Commission,814.52,414.985450364633
BG-LON-20200111-03649,London,Hammersmith,2020-01-11,Detached House,3298,2,1,1990,3,6.0,1.01,1412708.52,1.67,161,Lease,Student Housing,124808.13,640.1321587832642
BG-GUI-20200727-03650,Guildford,Guildford Town Centre,2020-07-27,Detached House,3667,2,2,1976,2,10.0,0.94,2298805.93,2.65,66,Sale,Sale Commission,5076.53,774.5667570763399
BG-REA-20250223-03651,Reading,Tilehurst,2025-02-23,Apartment,2348,4,1,2010,6,3.0,1.09,1840315.54,1.22,165,Sale,Sale Commission,1870.99,709.9701512574724
BG-REA-20180113-03652,Reading,Southcote,2018-01-13,Detached House,3377,4,3,1984,1,8.0,1.01,2434082.93,1.26,73,Lease,Residential Rent,58970.35,792.0966223787333
BG-GUI-20190316-03653,Guildford,Onslow Village,2019-03-16,Detached House,1970,5,5,1973,6,3.0,0.98,1379301.91,2.26,82,Sale,Sale Commission,2597.69,634.159994145098
BG-GUI-20200319-03654,Guildford,Merrow,2020-03-19,Detached House,2251,3,1,2002,6,8.0,0.88,1481959.52,1.16,11,Sale,Sale Commission,1432.56,652.2434871483459
BG-LON-20180602-03655,London,Greenwich,2018-06-02,Detached House,3905,4,4,1995,1,4.0,0.99,1884779.45,1.53,138,Sale,Sale Commission,2403.09,716.6372399532785
BG-GUI-20231103-03656,Guildford,Merrow,2023-11-03,Apartment,1134,2,1,1976,2,2.0,1.11,675975.71,2.98,114,Sale,Sale Commission,1678.67,479.5209225872918
BG-GUI-20250630-03657,Guildford,Burpham,2025-06-30,Apartment,3480,1,1,2018,4,6.0,1.1,1353313.94,2.07,76,Sale,Sale Commission,2334.47,629.4527858934707
BG-REA-20180403-03658,Reading,Earley,2018-04-03,Apartment,3245,4,3,1950,7,7.0,1.02,2412569.55,2.13,104,Sale,Sale Commission,4282.31,789.3492646571949
BG-REA-20250301-03659,Reading,Tilehurst,2025-03-01,Apartment,2809,2,1,1984,4,1.0,1.11,1881198.46,1.96,15,Sale,Sale Commission,3072.62,716.1038676111149
BG-GUI-20240707-03660,Guildford,Merrow,2024-07-07,Detached House,3731,4,4,1952,8,2.0,1.05,2479437.78,2.55,108,Sale,Sale Commission,5268.81,797.8405048686205
BG-REA-20191228-03661,Reading,Whitley,2019-12-28,Detached House,2406,5,5,1993,2,9.0,1.0,1760994.89,1.8,62,Lease,Airbnb/Short Let,80048.18,697.8281451441321
BG-LON-20250530-03662,London,Kensington,2025-05-30,Townhouse,780,2,1,1987,9,6.0,1.11,714116.76,2.05,98,Sale,Sale Commission,1219.95,489.9550240740166
BG-REA-20241215-03663,Reading,Southcote,2024-12-15,Apartment,659,2,1,1956,6,5.0,1.07,413149.5,2.89,105,Lease,Residential Rent,13208.61,395.2765413596101
BG-GUI-20200407-03664,Guildford,Onslow Village,2020-04-07,Townhouse,2482,3,2,2002,1,3.0,0.92,1301803.73,2.07,101,Sale,Sale Commission,2245.61,619.9571255508109
BG-REA-20250327-03665,Reading,Earley,2025-03-27,Townhouse,3085,2,1,2023,5,10.0,1.07,1821996.5,1.65,97,Lease,Residential Rent,56966.53,707.1947539384533
BG-GUI-20180725-03666,Guildford,Burpham,2018-07-25,Detached House,3229,2,2,1967,2,4.0,1.0,1209588.53,2.81,78,Sale,Sale Commission,2832.45,602.3680072216059
BG-LON-20180206-03667,London,Notting Hill,2018-02-06,Apartment,2452,3,3,1970,4,,1.0,1599430.6,2.81,35,Sale,Sale Commission,3745.33,672.0223848139726
BG-GUI-20180716-03668,Guildford,Guildford Town Centre,2018-07-16,Townhouse,779,3,2,1980,10,4.0,1.01,597529.43,1.31,150,Lease,Airbnb/Short Let,28238.56,456.8716955898038
BG-REA-20230211-03669,Reading,Tilehurst,2023-02-11,Apartment,527,1,1,1996,1,4.0,1.11,202949.24,1.83,41,Sale,Sale Commission,309.5,298.9273479674247
BG-GUI-20240608-03670,Guildford,Guildford Town Centre,2024-06-08,Apartment,2981,3,2,1979,6,9.0,1.12,2520219.48,1.52,68,Sale,Sale Commission,3192.28,802.9507613003001
BG-GUI-20181109-03671,Guildford,Burpham,2018-11-09,Townhouse,2138,5,1,1979,2,6.0,1.02,1347463.44,2.42,141,Sale,Sale Commission,2717.38,628.3854965708192
BG-REA-20220607-03672,Reading,Whitley,2022-06-07,Detached House,3202,2,1,2007,1,3.0,1.08,1791386.91,1.68,175,Sale,Sale Commission,2507.94,702.5190625040273
BG-REA-20190619-03673,Reading,Southcote,2019-06-19,Detached House,2901,3,3,1997,7,5.0,1.0,1529548.47,2.54,157,Sale,Sale Commission,3237.54,660.3674473329692
BG-REA-20191005-03674,Reading,Caversham,2019-10-05,Detached House,2475,5,5,1968,3,10.0,0.98,1993419.0,2.78,110,Lease,Residential Rent,85253.61,732.5334493954155
BG-GUI-20210825-03675,Guildford,Guildford Town Centre,2021-08-25,Apartment,1335,3,1,2016,5,8.0,1.1,756168.6,1.13,118,Sale,Sale Commission,712.06,501.07224825904825
BG-LON-20190314-03676,London,Greenwich,2019-03-14,Apartment,2539,5,1,2000,1,3.0,1.0,1117045.49,2.54,10,Sale,Sale Commission,2364.41,583.8735288072738
BG-GUI-20210124-03677,Guildford,Onslow Village,2021-01-24,Apartment,1734,1,1,1958,5,5.0,0.89,751066.06,1.79,103,Sale,Sale Commission,1120.34,499.7437338249008
BG-LON-20240126-03678,London,Brixton,2024-01-26,Townhouse,2636,3,3,1964,3,5.0,1.14,1640750.92,1.84,137,Sale,Sale Commission,2515.82,678.7681865187136
BG-LON-20191119-03679,London,Richmond,2019-11-19,Detached House,2545,2,2,2010,5,5.0,0.99,1292481.97,1.97,11,Sale,Sale Commission,2121.82,618.2143435016764
BG-LON-20221213-03680,London,Croydon,2022-12-13,Detached House,1387,2,1,1951,3,9.0,1.14,590654.25,1.02,120,Lease,Airbnb/Short Let,45107.19,454.80219489602507
BG-GUI-20190913-03681,Guildford,Stoughton,2019-09-13,Detached House,1819,5,4,1976,4,,0.99,951223.86,1.92,73,Sale,Sale Commission,1521.96,548.2396424197967
BG-GUI-20230818-03682,Guildford,Merrow,2023-08-18,Townhouse,1961,2,2,1961,4,6.0,1.13,1506067.1,1.57,154,Sale,Sale Commission,1970.44,656.3784871780299
BG-GUI-20230922-03683,Guildford,Merrow,2023-09-22,Apartment,2082,3,3,1974,1,7.0,1.09,1099807.75,1.7,52,Sale,Sale Commission,1558.06,580.3264344456197
BG-LON-20240305-03684,London,Richmond,2024-03-05,Apartment,2458,3,2,2009,7,2.0,1.08,1564822.54,2.34,112,Sale,Sale Commission,3051.4,666.2901387657141
BG-REA-20230909-03685,Reading,Earley,2023-09-09,Detached House,1946,4,1,1973,7,7.0,1.14,1486234.16,1.41,25,Sale,Sale Commission,1746.33,652.9796618845144
BG-GUI-20210624-03686,Guildford,Burpham,2021-06-24,Detached House,3604,1,1,2013,5,6.0,0.93,1100130.2,2.45,126,Sale,Sale Commission,2246.1,580.393096594747
BG-GUI-20220124-03687,Guildford,Park Barn,2022-01-24,Detached House,923,3,1,1953,8,2.0,1.05,479938.24,2.31,125,Lease,Residential Rent,25286.27,419.2262785006217
BG-GUI-20190623-03688,Guildford,Park Barn,2019-06-23,Apartment,618,3,3,2015,6,1.0,0.98,390315.54,2.33,71,Lease,Airbnb/Short Let,21384.9,386.5498750841158
BG-REA-20250401-03689,Reading,Kennet Island,2025-04-01,Detached House,2596,4,2,2007,10,3.0,1.11,1252654.44,2.42,128,Lease,Student Housing,96872.8,610.6805931403593
BG-GUI-20210810-03690,Guildford,Guildford Town Centre,2021-08-10,Apartment,839,2,1,1999,10,4.0,1.07,567560.02,2.82,102,Sale,Sale Commission,1333.77,447.7410128163573
BG-GUI-20180820-03691,Guildford,Burpham,2018-08-20,Townhouse,1195,3,1,1994,7,9.0,1.01,609922.3,2.73,34,Sale,Sale Commission,1387.57,460.56570236629113
BG-REA-20220720-03692,Reading,Earley,2022-07-20,Detached House,2146,3,2,2004,10,4.0,1.09,1606542.36,1.73,32,Lease,Residential Rent,81857.02,673.1909341728381
BG-LON-20200305-03693,London,Islington,2020-03-05,Apartment,2860,4,4,1968,7,10.0,0.92,2495718.91,1.99,57,Lease,Student Housing,73441.77,799.8867569228689
BG-REA-20231008-03694,Reading,Earley,2023-10-08,Townhouse,3598,2,1,1981,7,4.0,1.1,1786237.81,1.88,66,Sale,Sale Commission,2798.44,701.7277482599567
BG-LON-20240602-03695,London,Croydon,2024-06-02,Townhouse,1195,1,1,1971,5,8.0,1.06,544837.06,2.33,5,Sale,Sale Commission,1057.89,440.62017576096747
BG-REA-20211028-03696,Reading,Earley,2021-10-28,Townhouse,3635,1,1,2006,7,10.0,1.13,2751793.91,1.52,84,Lease,Airbnb/Short Let,57341.53,831.0536430662763
BG-GUI-20190407-03697,Guildford,Merrow,2019-04-07,Apartment,2654,1,1,2011,3,9.0,1.02,1653188.8,2.59,154,Lease,Residential Rent,68631.57,680.7784234367028
BG-REA-20230116-03698,Reading,Tilehurst,2023-01-16,Apartment,2274,5,3,1984,9,2.0,1.11,1858696.0,2.91,10,Sale,Sale Commission,4507.34,712.7379707926137
BG-GUI-20240623-03699,Guildford,Stoughton,2024-06-23,Detached House,2440,4,2,1988,7,6.0,1.12,1328315.89,1.29,166,Sale,Sale Commission,1427.94,624.872572691301
BG-REA-20250508-03700,Reading,Tilehurst,2025-05-08,Apartment,1497,5,4,1956,1,7.0,1.07,719234.56,1.63,10,Sale,Sale Commission,976.96,491.32899041976304
BG-REA-20220120-03701,Reading,Coley,2022-01-20,Apartment,1706,3,2,1991,10,5.0,1.12,1416832.7,1.36,123,Sale,Sale Commission,1605.74,640.8634497382835
BG-GUI-20181021-03702,Guildford,Merrow,2018-10-21,Apartment,3227,1,1,1968,5,4.0,0.99,1539453.77,1.8,169,Sale,Sale Commission,2309.18,662.0389348644059
BG-REA-20210511-03703,Reading,Kennet Island,2021-05-11,Apartment,2107,3,1,1958,4,3.0,0.88,858354.53,1.51,88,Lease,Residential Rent,68477.49,526.6017223256443
BG-GUI-20180927-03704,Guildford,Jacobs Well,2018-09-27,Townhouse,2195,3,3,1978,6,7.0,1.01,1302124.44,1.51,71,Lease,Residential Rent,60994.87,620.0169493638917
BG-REA-20181012-03705,Reading,Caversham,2018-10-12,Townhouse,2873,4,3,1966,2,7.0,0.99,1075195.23,2.34,17,Sale,Sale Commission,2096.63,575.2025252807908
BG-GUI-20230115-03706,Guildford,Stoughton,2023-01-15,Townhouse,589,5,1,1965,2,5.0,1.1,296397.73,1.5,13,Sale,Sale Commission,370.5,346.93245691483895
BG-LON-20220120-03707,London,Kensington,2022-01-20,Detached House,2127,5,1,1981,2,7.0,1.11,2016182.35,1.18,172,Sale,Sale Commission,1982.58,735.7967904508566
BG-LON-20210805-03708,London,Croydon,2021-08-05,Detached House,2213,4,3,2006,3,7.0,1.09,1509974.02,2.46,165,Sale,Sale Commission,3095.45,657.044803034409
BG-LON-20240602-03709,London,Camden,2024-06-02,Detached House,3954,2,2,1991,9,4.0,1.09,2497416.08,2.73,144,Sale,Sale Commission,5681.62,800.0995922703264
BG-GUI-20200921-03710,Guildford,Burpham,2020-09-21,Apartment,3317,5,3,1970,6,4.0,0.92,1329273.78,2.59,66,Sale,Sale Commission,2869.02,625.049044061379
BG-GUI-20211204-03711,Guildford,Guildford Town Centre,2021-12-04,Apartment,3249,1,1,1973,2,4.0,1.13,1190304.8,2.12,45,Sale,Sale Commission,2102.87,598.5873268662061
BG-LON-20230411-03712,London,Hackney,2023-04-11,Detached House,1207,5,2,2020,2,8.0,1.06,821268.8,1.88,122,Sale,Sale Commission,1286.65,517.5623820455836
BG-GUI-20200930-03713,Guildford,Park Barn,2020-09-30,Detached House,2954,2,1,1998,4,7.0,0.87,1696905.89,2.86,93,Sale,Sale Commission,4044.29,687.77178114612
BG-GUI-20240116-03714,Guildford,Jacobs Well,2024-01-16,Detached House,574,3,3,1972,2,10.0,1.1,321507.63,1.0,164,Sale,Sale Commission,267.92,358.19735218605257
BG-REA-20220127-03715,Reading,Earley,2022-01-27,Apartment,1678,4,2,2009,4,8.0,1.08,1144951.07,2.69,101,Sale,Sale Commission,2566.6,589.5457139254914
BG-LON-20201202-03716,London,Camden,2020-12-02,Apartment,3570,5,4,1986,10,1.0,0.9,2573826.98,2.77,85,Lease,Student Housing,95382.98,809.5920463781072
BG-LON-20230418-03717,London,Brixton,2023-04-18,Detached House,886,3,1,1971,4,6.0,1.1,566115.78,2.52,12,Sale,Sale Commission,1188.84,447.2936528110717
BG-REA-20191201-03718,Reading,Earley,2019-12-01,Townhouse,3557,5,2,1994,7,4.0,1.0,1525046.04,1.83,38,Sale,Sale Commission,2325.7,659.6054941493234
BG-GUI-20230401-03719,Guildford,Guildford Town Centre,2023-04-01,Apartment,1502,3,3,1999,4,5.0,1.15,804911.05,1.27,12,Lease,Student Housing,50409.76,513.4961617642481
BG-LON-20191004-03720,London,Ealing,2019-10-04,Townhouse,974,5,3,1950,5,5.0,1.02,762086.09,2.18,109,Lease,Residential Rent,35973.42,502.60611669069885
BG-LON-20240101-03721,London,Richmond,2024-01-01,Apartment,2261,2,2,1996,6,3.0,1.15,1241850.17,2.61,118,Lease,Airbnb/Short Let,76437.49,608.611740411649
BG-REA-20201117-03722,Reading,Caversham,2020-11-17,Detached House,3959,4,4,1960,8,,0.89,2403657.07,1.29,94,Sale,Sale Commission,2583.93,788.2067231009902
BG-LON-20220512-03723,London,Notting Hill,2022-05-12,Townhouse,2475,2,1,1969,7,8.0,1.12,1687261.53,1.74,141,Sale,Sale Commission,2446.53,686.2385202431669
BG-LON-20200412-03724,London,Hackney,2020-04-12,Apartment,3863,5,2,1971,10,5.0,0.92,2490333.3,1.82,173,Sale,Sale Commission,3777.01,799.210783883533
BG-LON-20180621-03725,London,Islington,2018-06-21,Townhouse,782,2,2,1972,5,8.0,1.0,633566.64,1.39,42,Sale,Sale Commission,733.88,467.4884991604525
BG-LON-20210922-03726,London,Croydon,2021-09-22,Apartment,2876,2,2,1951,10,8.0,1.13,2145819.73,1.03,102,Lease,Student Housing,96288.87,753.9662629023206
BG-GUI-20240926-03727,Guildford,Guildford Town Centre,2024-09-26,Apartment,3104,1,1,2020,1,6.0,1.07,1268110.38,1.4,87,Sale,Sale Commission,1479.46,613.6213364287242
BG-REA-20190708-03728,Reading,Kennet Island,2019-07-08,Detached House,895,4,3,1957,9,10.0,1.01,679500.17,2.67,79,Lease,Student Housing,30695.61,480.4999197246613
BG-LON-20230708-03729,London,Croydon,2023-07-08,Apartment,1403,4,4,1993,6,2.0,1.12,837284.24,1.76,170,Sale,Sale Commission,1228.02,521.4959304476388
BG-GUI-20231231-03730,Guildford,Guildford Town Centre,2023-12-31,Detached House,2833,3,3,1992,8,9.0,1.14,1966932.71,2.63,173,Lease,Airbnb/Short Let,78877.94,728.7076529508101
BG-GUI-20231224-03731,Guildford,Park Barn,2023-12-24,Townhouse,2143,2,1,1964,3,10.0,1.14,1573940.2,1.18,139,Sale,Sale Commission,1547.71,667.807767156628
BG-REA-20180511-03732,Reading,Tilehurst,2018-05-11,Apartment,3446,2,2,1984,1,5.0,0.98,2165206.17,2.22,174,Lease,Residential Rent,127779.35,756.6253005008024
BG-GUI-20220207-03733,Guildford,Stoughton,2022-02-07,Detached House,1972,2,2,1962,4,8.0,1.1,966160.65,1.42,47,Lease,Airbnb/Short Let,58926.78,551.5977124320261
BG-LON-20220516-03734,London,Wimbledon,2022-05-16,Apartment,2233,2,1,2017,9,10.0,1.07,1447143.45,2.57,14,Sale,Sale Commission,3099.3,646.1986791491704
BG-LON-20220627-03735,London,Hammersmith,2022-06-27,Apartment,515,3,1,2016,8,9.0,1.14,293684.73,1.73,31,Sale,Sale Commission,423.4,345.6809896387983
BG-LON-20250320-03736,London,Brixton,2025-03-20,Apartment,1922,1,1,1980,10,6.0,1.14,969304.78,2.0,133,Sale,Sale Commission,1615.51,552.30053030996
BG-LON-20200421-03737,London,Croydon,2020-04-21,Detached House,2361,3,3,1986,8,5.0,0.86,1215618.51,2.66,175,Lease,Student Housing,78301.39,603.542665220097
BG-REA-20240417-03738,Reading,Earley,2024-04-17,Apartment,2130,4,1,2018,3,,1.09,1027068.96,2.05,14,Sale,Sale Commission,1754.58,564.9727675738014
BG-LON-20240209-03739,London,Croydon,2024-02-09,Detached House,1431,4,1,1969,4,7.0,1.08,671002.91,1.06,103,Sale,Sale Commission,592.72,478.13430729739133
BG-GUI-20180627-03740,Guildford,Onslow Village,2018-06-27,Apartment,1633,4,2,1976,3,6.0,0.99,825728.56,2.74,38,Lease,Student Housing,34903.65,518.6624079595798
BG-GUI-20180808-03741,Guildford,Onslow Village,2018-08-08,Detached House,1877,5,1,1953,6,2.0,1.0,1275893.25,1.55,79,Sale,Sale Commission,1648.03,615.0938822012323
BG-LON-20220211-03742,London,Wimbledon,2022-02-11,Townhouse,2238,1,1,2021,3,7.0,1.12,983737.33,2.32,156,Lease,Student Housing,87149.17,555.5089747516523
BG-LON-20231112-03743,London,Shoreditch,2023-11-12,Apartment,3040,1,1,1958,9,4.0,1.08,1981489.27,1.02,46,Sale,Sale Commission,1684.27,730.8141281373191
BG-GUI-20250201-03744,Guildford,Guildford Town Centre,2025-02-01,Detached House,1725,1,1,2019,1,9.0,1.06,1000881.22,2.21,163,Sale,Sale Commission,1843.29,559.283080706288
BG-REA-20241126-03745,Reading,Coley,2024-11-26,Townhouse,3962,1,1,1973,8,6.0,1.12,2065890.79,1.12,15,Sale,Sale Commission,1928.16,742.8456680959674
BG-GUI-20200217-03746,Guildford,Guildford Town Centre,2020-02-17,Townhouse,2608,5,5,1967,9,3.0,1.0,1744422.7,2.76,67,Sale,Sale Commission,4012.17,695.2494523953252
BG-LON-20200920-03747,London,Wimbledon,2020-09-20,Townhouse,1134,5,3,1994,2,6.0,0.94,551511.26,1.69,36,Sale,Sale Commission,776.71,442.73020041817523
BG-REA-20200305-03748,Reading,Earley,2020-03-05,Apartment,1624,1,1,1967,6,8.0,0.87,905450.75,1.03,99,Lease,Airbnb/Short Let,51734.59,537.7441204081351
